intent,sub intent,data,slots
agricultural_machinery,cultivator,does cultivation require a cultivator,O B-machinery_agricultural_process O O B-machinery_type
agricultural_machinery,harrow,is harrow used for soil preparation,O B-machinery_type B-machinery_agricultural_process O B-machinery_agricultural_process O
agricultural_machinery,general,for how long do agricultural machines last,O O B-machinery_shelf_life O O B-machinery_type O
agricultural_machinery,general,what should be considered when buying agricultural machinery,O O O O O B-machinery_price O B-machinery_type
agricultural_machinery,harrow,safe practices for using harrow,B-machinery_general_info O O O B-machinery_type
agricultural_machinery,produce_sorter,how much does maintaining produce sorter cost,O O O B-machinery_maintenance_cost O O B-machinery_price
agricultural_machinery,planters,are planters expensive,O B-machinery_type B-machinery_price
agricultural_machinery,tractors,how much does a tractor cost,O O O O B-machinery_type B-machinery_price
agricultural_machinery,manure_spreader,does manure spreader require maintenance,O O O O B-machinery_maintenance_cost
agricultural_machinery,seed_drill,what is the maintenance cost of seed drill,O O O B-machinery_maintenance_cost B-machinery_price O B-machinery_agricultural_process O
agricultural_processes,irrigation,what are the best irrigation mechanisms,O O O B-agricultural_process_adv B-agricultural_process_type O
agricultural_processes,storage,is storage of grains expensive,O B-agricultural_process_type O O B-land_cost
agricultural_processes,soil_preparation,what is the duration of manuring,O O O B-agriculture_process_duration O B-agricultural_process_type
agricultural_processes,soil_preparation,how much land should be prepared for vegetables,O O B-land_area O O B-land_soil_type O O
agricultural_processes,storage,how to store seeds,O O B-agricultural_process_type B-agricultural_process_type
agricultural_processes,general,what are agricultural processes,O O O B-agricultural_process_type
agricultural_processes,sowing,how to do drill sowing,O O O O B-agricultural_process_type
agricultural_processes,soil_preparation,is manuring part of soil preparation,O B-agricultural_process_type O O B-land_soil_type B-agricultural_process_type
agricultural_processes,irrigation,which irrigation technique is most affordable,O B-agricultural_process_type B_agricultural_process_requirement O O O
agricultural_processes,storage,which storage is best for seeds,O B-agricultural_process_type O B-agricultural_process_adv O B-agricultural_process_type
agricultural_processes,soil_preparation,what is the price of lateritic soil,O O O B-land_cost O B-land_soil_type B-land_soil_type
agricultural_processes,harvest,what are the tools required for harvesting,O O O B-agricultural_process_sub_type B-land_soil_type O B-agricultural_process_type
agricultural_processes,manure,is manure expensive,O B-agricultural_process_type B-land_cost
agricultural_processes,sowing,which sowing method is most advantageous,O B-agricultural_process_type O O O B-agricultural_process_adv
agricultural_processes,soil_preparation,which is the cheapest soil type to purchase,O O O B-land_cost B-land_soil_type B-agricultural_process_type O B-land_cost
agricultural_processes,storage,what is the cost of a silo,O O O B-land_cost O O B-agricultural_process_sub_type
agricultural_processes,soil_preparation,what is the cost price of lateritic soil,O O O B-land_cost B-land_cost O B-land_soil_type B-land_soil_type
agricultural_processes,soil_preparation,what is the cost price of peat soil,O O O B-land_cost B-land_cost O B-land_soil_type B-land_soil_type
agricultural_processes,storage,how can we profit from storage space,O O O B-land_cost O B-agricultural_process_type O
agricultural_processes,irrigation,what are the main sources of irrigation,O O O O O O B-agricultural_process_type
agricultural_processes,harvest,how long does harvesting a crop take,O B-agriculture_process_duration O B-agricultural_process_type O O O
agricultural_processes,harvest,is harvesting dependent on seasons,O B-agricultural_process_type O O B-agriculture_process_duration
agricultural_processes,soil_preparation,how much land should be prepared for maize,O O B-land_area O O B-land_soil_type O O
agricultural_processes,soil_preparation,is it cheaper to buy red or black soil,O O B-land_cost O B-land_cost B-land_soil_type O B-land_soil_type B-land_soil_type
agricultural_processes,soil_preparation,is it important to use clay for growing millet,O O B-agricultural_process_adv O O B-land_soil_type O B-agriculture_process_duration O
agricultural_processes,harvest,what is the area required to produce good yield of crops,O O O B-land_area B-land_soil_type O B_agricultural_process_output B-agricultural_process_adv B_agricultural_process_output O O
agricultural_processes,soil_preparation,how much can i buy clay soil for,O O O O B-land_cost B-land_soil_type B-land_soil_type O
agricultural_processes,manure,what are the advantages of vermicomposting,O O O B-agricultural_process_adv O B-agricultural_process_sub_type
agricultural_processes,storage,what are the advantages of storage,O O O B-agricultural_process_adv O B-agricultural_process_type
agricultural_processes,storage,are there different storage techniques,O O O B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,manure,what are the best practices for manuring,O O O B-agricultural_process_adv O O B-agricultural_process_type
agricultural_processes,soil_preparation,how much can i buy lateritic soil for,O O O O B-land_cost B-land_soil_type B-land_soil_type O
agricultural_processes,irrigation,what is sprinkler irrigation system,O O B-agricultural_process_sub_type B-agricultural_process_type O
agricultural_processes,storage,for how many months can we store grains,O O O B-agriculture_process_duration O O B-agricultural_process_type O
agricultural_processes,harvest,what are the types of harvesting methods,O O O B-agricultural_process_type O B-agricultural_process_type O
agricultural_processes,sowing,how to decide a sowing technique for a crop,O O O O B-agricultural_process_type B_agricultural_process_requirement O O O
agricultural_processes,harvest,can i learn how to harvest easily,O O O O O B-agricultural_process_type O
agricultural_processes,harvest,which harvesting method provides highest yield,O B-agricultural_process_type O O O B_agricultural_process_output
agricultural_processes,sowing,where can i buy drill sower,O O O B-land_cost O B-agricultural_process_type
agricultural_processes,irrigation,what is gravity irrigation,O O B-agricultural_process_sub_type B-agricultural_process_type
agricultural_processes,sowing,which is the easiest sowing method,O O O B-agricultural_process_adv B-agricultural_process_type O
agricultural_processes,harvest,how long can i store harvested crops for,O B-agriculture_process_duration O O B-agricultural_process_type B-agricultural_process_type O O
agricultural_processes,sowing,what is the investment of sowing seeds,O O O B-land_cost O B-agricultural_process_type B-agricultural_process_type
agricultural_processes,harvest,how to increase produce of paddy by harvesting,O O O B_agricultural_process_output O O O B-agricultural_process_type
agricultural_processes,irrigation,what is drip irrigation system,O O B-agricultural_process_sub_type B-agricultural_process_type O
agricultural_processes,harvest,which season is the best to harvest plants,O B-agriculture_process_duration O O B-agricultural_process_adv O B-agricultural_process_type O
agricultural_processes,harvest,how to improve harvesting technique,O O B-agricultural_process_adv B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,irrigation,how expensive is irrigation,O B-land_cost O B-agricultural_process_type
agricultural_processes,soil_preparation,what are soil preparation methods,O O B-land_soil_type B-agricultural_process_type O
agricultural_processes,harvest,what is the importance of harvesting,O O O O O B-agricultural_process_type
agricultural_processes,sowing,what is check row sowing technique,O O O O B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,general,explain the different types of agricultural processes,O O O B-agricultural_process_type O O B-agricultural_process_type
agricultural_processes,storage,is there any specific season to store crops,O O O O B-agriculture_process_duration O B-agricultural_process_type O
agricultural_processes,storage,what is the storage period of black soil,O O O B-agricultural_process_type B-agriculture_process_duration O B-land_soil_type B-land_soil_type
agricultural_processes,harvest,how important is harvesting,O B-agricultural_process_adv O B-agricultural_process_type
agricultural_processes,manure,what are the steps to good manuring,O O O B_agricultural_process_requirement O B-agricultural_process_adv B-agricultural_process_type
agricultural_processes,soil_preparation,why is soil preparation expensive,O O B-land_soil_type B-agricultural_process_type B-land_cost
agricultural_processes,soil_preparation,is red soil good for growing bajra,O B-land_soil_type B-land_soil_type B-agricultural_process_adv O B-agriculture_process_duration O
